Price,Model,CPU,Graphics,RAM,HDD,SSD,Display,Notes,Brand,Best_For,Image_Url,Deal_Stat,Deal_Link,Budget,Final_Budget,Rate_From_10,Type
"EGP33,999.00",Lenovo LOQ 15IRH8,"13th Intel® Core™ Intel® Core™ i5-12450H Processor 12M Cache, up to 4.40 GHz",NVIDIA® GeForce RTX™ 2050 4GB GDDR6,8 GB,Unspecified,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe,"15.6"" FHD (1920x1080)","Gaming,https://2b.com.eg/en/lenovo-loq-15irh8-laptop-intelr-coretm-i5-12450h-8gb-512gb-ssd-nvidiar-geforcer-rtxtm-2050-4gb-15-6-fhd-storm-grey.html,In stock",Lenovo,Gaming,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl418-1.png,In stock,https://2b.com.eg/en/lenovo-loq-15irh8-laptop-intelr-coretm-i5-12450h-8gb-512gb-ssd-nvidiar-geforcer-rtxtm-2050-4gb-15-6-fhd-storm-grey.html,Low,"EGP33,999.00 'Low'",-,Deal
"EGP32,799.00",HP Victus 15-fb0036ne,"AMD Ryzen™ 5 5600H (up to 4.2 GHz max boost clock, 16 MB L3 cache, 6 cores, 12 threads)",NVIDIA® GeForce® GTX 1650 Laptop GPU (4 GB GDDR6 dedicated),8 GB,Unspecified,1TB PCIe® NVMe™ TLC M.2 SSD,"15.6"" FHD 1920 x 1080","Gaming,https://2b.com.eg/en/hp-victus-15-fb0036ne-amd-ryzentm-5-5600h-8gb-1tb-ssd-nvidiar-geforce-gtx-1650-4gb-15-6-fhd-win11-mica-silver.html,In stock Only 2 left",HP,Gaming,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh417-1-2b_1_2_1_1.jpg,In stock Only 2 left,https://2b.com.eg/en/hp-victus-15-fb0036ne-amd-ryzentm-5-5600h-8gb-1tb-ssd-nvidiar-geforce-gtx-1650-4gb-15-6-fhd-win11-mica-silver.html,Low,"EGP32,799.00 'Low'",-,Deal
"EGP41,999.00",HP Victus 15-fb0033ne,"AMD Ryzen™ 7 5800H (up to 4.4 GHz max boost clock, 16 MB L3 cache, 8 cores, 16 threads",NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU (4 GB GDDR6 dedicated),16 GB,Unspecified,512GB SSD,"15.6"" FHD 1920 x 1080, 144 Hz","Gaming,https://2b.com.eg/en/hp-victus-15-fb0033ne-amd-ryzentm-7-5800h-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-ti-4gb-15-6-fhd-win11-mica-silver.html,In stock Only 2 left",HP,Gaming,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh417-1-2b_2.jpg,In stock Only 2 left,https://2b.com.eg/en/hp-victus-15-fb0033ne-amd-ryzentm-7-5800h-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-ti-4gb-15-6-fhd-win11-mica-silver.html,Medium,"EGP41,999.00 'Medium'",-,Deal
"EGP32,999.00",Lenovo LOQ 15IAX9,"Intel® Core™ i5-12450HX, 8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB",NVIDIA® GeForce RTX™ 2050 4GB GDDR6,8 GB,Unspecified,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080)","Gaming,https://2b.com.eg/en/lenovo-loq-15iax9-laptop-intelr-coretm-i5-12450hx-8gb-512gb-ssd-nvidiar-geforce-rtxtm-2050-4gb-15-6-fhd-luna-grey.html,In stock",Lenovo,Gaming,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl425.png,In stock,https://2b.com.eg/en/lenovo-loq-15iax9-laptop-intelr-coretm-i5-12450hx-8gb-512gb-ssd-nvidiar-geforce-rtxtm-2050-4gb-15-6-fhd-luna-grey.html,Low,"EGP32,999.00 'Low'",-,Deal
"EGP52,999.00",Dell G15 5520,"12th Gen Intel® Core™ i7-12700H (24 MB cache, 14 cores, 20 threads, up to 4.70 GHz Turbo)","NVIDIA® GeForce RTX™ 3060, 6 GB GDDR6",16 GB,Unspecified,"512 GB, M.2, Gen 4 PCIe, SSD","15.6"", FHD 1920x1080","Gaming,https://2b.com.eg/en/dell-g15-5520-intelr-coretm-i7-12700h-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3060-6gb-15-6-fhd-ubuntu-dark-grey.html,In stock",Dell,Gaming,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/d/zd118-1n-2b_1.jpg,In stock,https://2b.com.eg/en/dell-g15-5520-intelr-coretm-i7-12700h-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3060-6gb-15-6-fhd-ubuntu-dark-grey.html,High/Extreme-High,"EGP52,999.00 'High/Extreme-High'",-,Deal
"EGP33,499.00",Lenovo IdeaPad Gaming 3,"AMD Ryzen™ 5 5500H (4C / 8T, 3.3 / 4.2GHz, 2MB L2 / 8MB L3)",NVIDIA® GeForce RTX™ 2050 4GB GDDR6,8 GB,Unspecified,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080)","Gaming,https://2b.com.eg/en/lenovo-ideapad-gaming-3-amd-ryzentm-5-5500h-8gb-512gb-ssd-nvidia-geforce-rtx-2050-4gb-15-6-fhd-shadow-black.html,In stock",Lenovo,Gaming,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl387--1.png,In stock,https://2b.com.eg/en/lenovo-ideapad-gaming-3-amd-ryzentm-5-5500h-8gb-512gb-ssd-nvidia-geforce-rtx-2050-4gb-15-6-fhd-shadow-black.html,Low,"EGP33,499.00 'Low'",-,Deal
"EGP36,999.00",ASUS TUF Gaming A15 FA506NCR-HN007W,AMD Ryzen™ 7-7435HS,NVIDIA® GeForce® RTX™ 3050 4GB,8 GB,Unspecified,512GB PCIe® 4.0 NVMe™ M.2 SSD,15.6'' FHD,"Gaming,https://2b.com.eg/en/asus-tuf-gaming-a15-fa506ncr-hn007w-laptop-amd-ryzentm-7-7435hs-8gb-512gb-ssd-nvidiar-geforcer-rtxtm-3050-4gb-15-6-fhd-win11-off-black.html,In stock",Asus,Gaming,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu915-1.png,In stock,https://2b.com.eg/en/asus-tuf-gaming-a15-fa506ncr-hn007w-laptop-amd-ryzentm-7-7435hs-8gb-512gb-ssd-nvidiar-geforcer-rtxtm-3050-4gb-15-6-fhd-win11-off-black.html,Low,"EGP36,999.00 'Low'",-,Deal
"EGP46,999.00",ASUS TUF Gaming A15 FA507NUR-LP007W,AMD Ryzen™ 7-7435HS,NVIDIA® GeForce® RTX™ 4050 6GB,16 GB,Unspecified,512GB PCIe® 4.0 NVMe™ M.2 SSD,15.6'' FHD,"Gaming,https://2b.com.eg/en/asus-tuf-gaming-a15-fa507nur-lp007w-laptop-amd-ryzentm-7-7435hs-16gb-512gb-ssd-nvidiar-geforcer-rtxtm-4050-6gb-15-6-fhd-win11-off-black.html,In stock",Asus,Gaming,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu914-1.png,In stock,https://2b.com.eg/en/asus-tuf-gaming-a15-fa507nur-lp007w-laptop-amd-ryzentm-7-7435hs-16gb-512gb-ssd-nvidiar-geforcer-rtxtm-4050-6gb-15-6-fhd-win11-off-black.html,Medium,"EGP46,999.00 'Medium'",-,Deal
"EGP32,299.00",FX506HF-HN001W,"11th gen Intel® Core™ i5-11400H Processor 2.7 GHz (12M Cache, up to 4.5 GHz, 6 Cores)",NVIDIA® GeForce RTX™ 2050 4GB GDDR6,8 GB,Unspecified,512GB PCIe® 3.0 NVMe™ M.2 SSD,"15.6-inch, FHD (1920 x 1080)","Gaming,https://2b.com.eg/en/asus-tuf-gaming-f15-fx506hf-hn001w-intelr-coretmi5-11400h-8gb-512gb-ssd-nvidiar-geforcer-rtxtm-2050-4gb-15-6-fhd-win11-graphite-black.html,In stock",Asus,Gaming,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu423.png,In stock,https://2b.com.eg/en/asus-tuf-gaming-f15-fx506hf-hn001w-intelr-coretmi5-11400h-8gb-512gb-ssd-nvidiar-geforcer-rtxtm-2050-4gb-15-6-fhd-win11-graphite-black.html,Low,"EGP32,299.00 'Low'",-,Deal
"EGP165,999.00",Lenovo Legion 7 Pro 16IRX8H,"13th GenerationIntel® Core™ i9-13900HX 24C (8P + 16E) / 32T, P-core 2.2 / 5.4GHz, E-core 1.6 / 3.9GHz, 36MB","NVIDIA® GeForce RTX™ 4090 16GB GDDR6, Boost Clock 2280MHz, TGP 175W",32 GB,Unspecified,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,"16"" WQXGA (2560x1600)","Gaming,https://2b.com.eg/en/lenovo-legion-7-pro-16irx8h-laptop-intelr-coretm-i9-13900hx-32gb-1tbssd-nvidiar-geforce-rtxtm-4090-16gb-16-wqxga-win11-onyx-grey.html,In stock Only 1 left",Lenovo,Gaming,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl880-new.png,In stock Only 1 left,https://2b.com.eg/en/lenovo-legion-7-pro-16irx8h-laptop-intelr-coretm-i9-13900hx-32gb-1tbssd-nvidiar-geforce-rtxtm-4090-16gb-16-wqxga-win11-onyx-grey.html,High/Extreme-High,"EGP165,999.00 'High/Extreme-High'",-,Deal
"EGP54,999.00",Lenovo LOQ 15APH8,"AMD Ryzen™ 7 7840HS (8C / 16T, 3.8 / 5.1GHz, 8MB L2 / 16MB L3)","NVIDIA® GeForce RTX™ 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W",16 GB,Unspecified,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080)","Gaming,https://2b.com.eg/en/lenovo-loq-15aph8-amd-ryzen-7-7840hs-16gb-512gb-ssd-nvidiar-geforcer-rtxtm-3050-6gb-15-6-fhd-win-11-storm-grey.html,In stock",Lenovo,Gaming,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl508.png,In stock,https://2b.com.eg/en/lenovo-loq-15aph8-amd-ryzen-7-7840hs-16gb-512gb-ssd-nvidiar-geforcer-rtxtm-3050-6gb-15-6-fhd-win-11-storm-grey.html,High/Extreme-High,"EGP54,999.00 'High/Extreme-High'",-,Deal
"EGP50,999.00",Dell Inspiron 5530 G15,"11th Generation Intel® Core™ i7-13650HX (20 MB cache, 10 cores, 16 threads, up to 4.60 GHz Turbo)",NVIDIA® GeForce RTX™ 3050 6GB,16 GB,Unspecified,512GB M.2 PCIe NVMe,"15.6"" FHD 1920x1080","Gaming,https://2b.com.eg/en/dell-gaming-5530-g15-intelr-coretm-i7-13650hx-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-6gb-15-6-fhd-win-10-dark-shadow-grey.html,In stock Only 4 left",Dell,Gaming,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/d/zd190.png,In stock Only 4 left,https://2b.com.eg/en/dell-gaming-5530-g15-intelr-coretm-i7-13650hx-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-6gb-15-6-fhd-win-10-dark-shadow-grey.html,Medium,"EGP50,999.00 'Medium'",-,Deal
